Test Number,newTime,newPathLength,dijkstraTime,dijkstraPathLength,bfsTime,bfsPathLength,dfsTime,dfsPathLength,astarTime,astarPathLength
240,0.00010085105895996094,7,9.918212890625e-05,10,0,0,3.0994415283203125e-05,24,0.0001289844512939453,7
241,6.604194641113281e-05,4,7.915496826171875e-05,5,0,0,1.1920928955078125e-05,10,9.512901306152344e-05,4
242,6.794929504394531e-05,4,0.0002682209014892578,7,0,0,6.794929504394531e-05,30,9.393692016601562e-05,4
243,0.00019407272338867188,4,0.00038695335388183594,5,0,0,5.3882598876953125e-05,27,0.00014495849609375,4
244,8.487701416015625e-05,6,0.0003898143768310547,13,0,0,8.106231689453125e-06,7,0.00016307830810546875,6
245,5.1021575927734375e-05,3,0.00014519691467285156,4,0,0,1.7881393432617188e-05,17,8.606910705566406e-05,3
246,6.413459777832031e-05,4,4.696846008300781e-05,5,0,0,8.106231689453125e-06,7,9.393692016601562e-05,4
247,9.298324584960938e-05,4,0.0004382133483886719,9,0,0,4.887580871582031e-05,30,0.00010991096496582031,4
248,5.984306335449219e-05,2,0.00012183189392089844,3,0,0,1.621246337890625e-05,14,7.796287536621094e-05,2
249,4.9114227294921875e-05,3,0.00022411346435546875,6,0,0,2.09808349609375e-05,20,8.606910705566406e-05,3
250,4.8160552978515625e-05,3,0.0004909038543701172,14,0,0,6.604194641113281e-05,42,8.606910705566406e-05,3
251,8.702278137207031e-05,6,0.00019097328186035156,7,0,0,2.7894973754882812e-05,23,0.00011491775512695312,6
252,6.103515625e-05,4,0.0006349086761474609,5,0,0,8.106231689453125e-05,47,8.702278137207031e-05,4
253,8.320808410644531e-05,6,5.3882598876953125e-05,7,0,0,9.059906005859375e-06,9,0.00011396408081054688,6
254,7.104873657226562e-05,5,0.0001461505889892578,6,0,0,2.09808349609375e-05,20,9.393692016601562e-05,5
255,3.600120544433594e-05,2,0.0005559921264648438,3,0,0,6.699562072753906e-05,42,7.700920104980469e-05,2
256,6.079673767089844e-05,4,0.0004458427429199219,5,0,0,5.602836608886719e-05,38,9.298324584960938e-05,4
257,9.608268737792969e-05,7,6.914138793945312e-05,8,0,0,1.1920928955078125e-05,12,0.00011706352233886719,7
258,4.8160552978515625e-05,3,0.00033283233642578125,8,0,0,4.410743713378906e-05,32,8.606910705566406e-05,3
259,0.00011801719665527344,5,0.0002598762512207031,10,0,0,4.291534423828125e-05,32,9.918212890625e-05,5
260,5.0067901611328125e-05,3,0.0001430511474609375,6,0,0,1.6927719116210938e-05,16,8.416175842285156e-05,3
261,8.606910705566406e-05,6,6.103515625e-05,7,0,0,1.0013580322265625e-05,10,0.00011491775512695312,6
262,6.079673767089844e-05,4,0.00012993812561035156,7,0,0,1.9073486328125e-05,19,9.393692016601562e-05,4
263,8.511543273925781e-05,6,0.000926971435546875,7,0,0,9.202957153320312e-05,51,0.00010991096496582031,6
264,7.104873657226562e-05,5,4.601478576660156e-05,6,0,0,1.8835067749023438e-05,18,9.512901306152344e-05,5
265,8.392333984375e-05,6,5.91278076171875e-05,7,0,0,1.0967254638671875e-05,11,0.00011491775512695312,6
266,4.792213439941406e-05,3,0.00043201446533203125,14,0,0,6.604194641113281e-05,41,8.296966552734375e-05,3
267,9.584426879882812e-05,7,0.00012302398681640625,10,0,0,2.3126602172851562e-05,19,0.00012493133544921875,7
268,6.008148193359375e-05,4,0.0005030632019042969,13,0,0,6.008148193359375e-05,40,9.799003601074219e-05,4
269,6.008148193359375e-05,4,0.0007891654968261719,11,0,0,9.489059448242188e-05,51,8.893013000488281e-05,4
270,4.9114227294921875e-05,3,3.0994415283203125e-05,4,0,0,5.9604644775390625e-06,6,8.511543273925781e-05,3
271,7.200241088867188e-05,5,5.91278076171875e-05,6,0,0,7.867813110351562e-06,8,0.0001010894775390625,5
272,6.794929504394531e-05,5,0.00026702880859375,6,0,0,4.8160552978515625e-05,30,8.58306884765625e-05,5
273,0.00010991096496582031,8,8.296966552734375e-05,9,0,0,2.2172927856445312e-05,19,0.0001418590545654297,8
274,3.814697265625e-05,2,0.0002307891845703125,3,0,0,2.6226043701171875e-05,22,7.677078247070312e-05,2
275,6.008148193359375e-05,4,0.00029206275939941406,7,0,0,3.409385681152344e-05,27,9.298324584960938e-05,4
276,3.695487976074219e-05,2,0.0005400180816650391,3,0,0,4.1961669921875e-05,30,7.700920104980469e-05,2
277,8.58306884765625e-05,6,0.0005581378936767578,11,0,0,5.3882598876953125e-05,37,0.00011491775512695312,6
278,7.414817810058594e-05,5,0.00035500526428222656,12,0,0,4.291534423828125e-05,31,0.00010514259338378906,5
279,0.00012183189392089844,9,9.703636169433594e-05,10,0,0,1.4066696166992188e-05,14,0.00014901161193847656,9
280,8.392333984375e-05,6,7.915496826171875e-05,9,0,0,8.821487426757812e-06,9,0.0001201629638671875,6
281,5.984306335449219e-05,4,0.0002810955047607422,7,0,0,3.409385681152344e-05,26,9.083747863769531e-05,4
282,4.9114227294921875e-05,3,0.0006499290466308594,4,0,0,5.1975250244140625e-05,36,8.392333984375e-05,3
283,8.177757263183594e-05,6,0.00035500526428222656,11,0,0,3.886222839355469e-05,28,0.00010609626770019531,6
284,9.703636169433594e-05,7,0.00030803680419921875,10,0,0,4.1961669921875e-05,31,0.00012993812561035156,7
285,4.9114227294921875e-05,3,0.0001499652862548828,8,0,0,4.0531158447265625e-06,4,8.487701416015625e-05,3
286,6.914138793945312e-05,5,0.0003578662872314453,6,0,0,3.600120544433594e-05,28,8.392333984375e-05,5
287,9.512901306152344e-05,7,0.00033593177795410156,8,0,0,2.9087066650390625e-05,23,0.000125885009765625,7
288,9.512901306152344e-05,7,0.0005400180816650391,16,0,0,6.4849853515625e-05,35,0.0001671314239501953,7
289,6.198883056640625e-05,4,0.0004961490631103516,13,0,0,6.699562072753906e-05,36,9.083747863769531e-05,4
290,8.487701416015625e-05,6,0.00024390220642089844,11,0,0,4.1961669921875e-05,31,0.00011515617370605469,6
291,6.103515625e-05,4,0.0002589225769042969,7,0,0,2.09808349609375e-05,19,9.417533874511719e-05,4
292,9.799003601074219e-05,7,0.0005638599395751953,14,0,0,6.29425048828125e-05,40,0.00011897087097167969,7
293,6.198883056640625e-05,4,0.00021004676818847656,5,0,0,2.4080276489257812e-05,21,9.083747863769531e-05,4
294,8.606910705566406e-05,6,0.0005271434783935547,11,0,0,5.2928924560546875e-05,38,0.00011515617370605469,6
295,4.792213439941406e-05,3,0.00024509429931640625,12,0,0,4.506111145019531e-05,33,8.511543273925781e-05,3
296,4.887580871582031e-05,3,0.0006937980651855469,4,0,0,7.700920104980469e-05,47,8.702278137207031e-05,3
297,4.982948303222656e-05,3,0.00020003318786621094,4,0,0,3.1948089599609375e-05,26,8.392333984375e-05,3
298,4.887580871582031e-05,3,0.0003399848937988281,8,0,0,3.2901763916015625e-05,26,8.606910705566406e-05,3
299,8.416175842285156e-05,6,0.000370025634765625,13,0,0,2.384185791015625e-05,21,0.00011515617370605469,6
300,3.695487976074219e-05,2,0.000308990478515625,3,0,0,3.886222839355469e-05,29,7.891654968261719e-05,2
301,0.00010800361633300781,8,0.0003390312194824219,9,0,0,4.9114227294921875e-05,33,0.000125885009765625,8
302,7.295608520507812e-05,5,0.0002651214599609375,6,0,0,2.7894973754882812e-05,22,0.000102996826171875,5
303,9.012222290039062e-05,7,0.0003750324249267578,16,0,0,6.9141387939453125e-06,8,0.00010395050048828125,7
304,9.703636169433594e-05,7,0.00010609626770019531,8,0,0,2.384185791015625e-05,21,0.00011396408081054688,7
305,4.9114227294921875e-05,3,0.00011396408081054688,4,0,0,1.7881393432617188e-05,16,8.416175842285156e-05,3
306,0.00010919570922851562,8,0.0003268718719482422,11,0,0,4.291534423828125e-05,31,0.0001251697540283203,8
307,0.00013184547424316406,10,0.0006089210510253906,13,0,0,5.793571472167969e-05,37,0.00016999244689941406,10
308,8.392333984375e-05,6,5.698204040527344e-05,7,0,0,1.0013580322265625e-05,11,0.0001049041748046875,6
309,8.487701416015625e-05,6,0.00025010108947753906,11,0,0,6.9141387939453125e-06,7,0.00011610984802246094,6
310,7.295608520507812e-05,5,0.0006279945373535156,14,0,0,7.390975952148438e-05,45,0.000102996826171875,5
311,7.295608520507812e-05,5,0.00018310546875,8,0,0,1.8835067749023438e-05,17,0.000102996826171875,5
312,0.0001308917999267578,10,0.0005650520324707031,13,0,0,6.699562072753906e-05,42,0.00016999244689941406,10
313,0.00012302398681640625,9,0.0001068115234375,10,0,0,1.5020370483398438e-05,14,0.00013709068298339844,9
314,7.200241088867188e-05,5,8.988380432128906e-05,6,0,0,1.2874603271484375e-05,14,9.894371032714844e-05,5
315,4.696846008300781e-05,3,0.00013017654418945312,8,0,0,2.288818359375e-05,20,8.416175842285156e-05,3
316,9.703636169433594e-05,7,7.009506225585938e-05,8,0,0,8.821487426757812e-06,10,0.0001270771026611328,7
317,0.00011992454528808594,6,0.0005040168762207031,9,0,0,3.0994415283203125e-05,22,0.00010704994201660156,6
318,6.699562072753906e-05,4,0.00023889541625976562,9,0,0,6.699562072753906e-05,24,0.00019788742065429688,4
319,8.893013000488281e-05,6,6.318092346191406e-05,7,0,0,1.0013580322265625e-05,9,0.00010800361633300781,6
320,7.891654968261719e-05,5,0.0007071495056152344,10,0,0,4.792213439941406e-05,33,0.00010609626770019531,5
321,4.00543212890625e-05,2,0.00034499168395996094,3,0,0,1.5020370483398438e-05,13,0.00010919570922851562,2
322,8.702278137207031e-05,6,0.0007870197296142578,15,0,0,9.894371032714844e-05,50,0.00010395050048828125,6
323,5.0067901611328125e-05,3,0.0004138946533203125,4,0,0,4.7206878662109375e-05,33,8.392333984375e-05,3
324,7.200241088867188e-05,5,0.00030493736267089844,6,0,0,3.910064697265625e-05,29,0.00010204315185546875,5
325,5.0067901611328125e-05,3,0.00038909912109375,4,0,0,4.482269287109375e-05,34,8.416175842285156e-05,3
326,5.1975250244140625e-05,3,0.0002300739288330078,4,0,0,2.8133392333984375e-05,23,8.893013000488281e-05,3
327,0.00011491775512695312,6,0.00017499923706054688,11,0,0,2.8848648071289062e-05,21,0.00011801719665527344,6
328,3.790855407714844e-05,2,0.00028204917907714844,3,0,0,4.0531158447265625e-06,3,0.00011801719665527344,2
329,8.296966552734375e-05,6,0.0001270771026611328,7,0,0,2.3126602172851562e-05,21,9.679794311523438e-05,6
330,7.295608520507812e-05,5,0.00010991096496582031,6,0,0,1.621246337890625e-05,14,9.679794311523438e-05,5
331,0.00010704994201660156,8,8.511543273925781e-05,9,0,0,1.0967254638671875e-05,11,0.0001308917999267578,8
332,6.198883056640625e-05,4,0.00017595291137695312,7,0,0,1.811981201171875e-05,17,9.393692016601562e-05,4
333,7.390975952148438e-05,5,7.104873657226562e-05,6,0,0,1.0013580322265625e-05,10,9.799003601074219e-05,5
334,3.695487976074219e-05,2,0.0001327991485595703,3,0,0,2.4080276489257812e-05,18,7.605552673339844e-05,2
335,7.009506225585938e-05,5,0.0001010894775390625,6,0,0,5.0067901611328125e-06,6,8.797645568847656e-05,5
336,9.489059448242188e-05,6,0.000453948974609375,11,0,0,6.508827209472656e-05,38,0.00010395050048828125,6
337,7.414817810058594e-05,5,0.0005328655242919922,6,0,0,6.413459777832031e-05,39,9.799003601074219e-05,5
338,9.584426879882812e-05,7,0.0006182193756103516,14,0,0,7.486343383789062e-05,45,0.00011205673217773438,7
339,6.198883056640625e-05,4,0.00028395652770996094,5,0,0,3.218650817871094e-05,25,0.00011682510375976562,4
340,5.1975250244140625e-05,3,0.000164031982421875,4,0,0,2.5987625122070312e-05,22,8.416175842285156e-05,3
341,6.079673767089844e-05,4,4.100799560546875e-05,5,0,0,7.152557373046875e-06,7,9.202957153320312e-05,4
342,4.9114227294921875e-05,3,0.00013899803161621094,6,0,0,2.193450927734375e-05,20,8.606910705566406e-05,3
343,6.008148193359375e-05,4,0.0006718635559082031,5,0,0,2.5033950805664062e-05,20,8.916854858398438e-05,4
344,0.00015997886657714844,7,0.00020813941955566406,12,0,0,1.5020370483398438e-05,8,0.0002181529998779297,7
345,0.00011992454528808594,9,0.000141143798828125,12,0,0,1.0967254638671875e-05,11,0.00014400482177734375,9
346,6.29425048828125e-05,4,0.00046706199645996094,11,0,0,5.0067901611328125e-05,36,9.083747863769531e-05,4
347,0.00011706352233886719,3,0.000164031982421875,6,0,0,2.5033950805664062e-05,20,8.606910705566406e-05,3
348,9.799003601074219e-05,7,0.0010039806365966797,10,0,0,8.797645568847656e-05,50,0.00012302398681640625,7
349,7.414817810058594e-05,5,0.0003409385681152344,8,0,0,4.00543212890625e-05,30,0.00010609626770019531,5
350,7.104873657226562e-05,5,0.00042891502380371094,6,0,0,6.604194641113281e-05,40,9.799003601074219e-05,5
351,8.487701416015625e-05,6,6.508827209472656e-05,7,0,0,3.3855438232421875e-05,28,0.00010609626770019531,6
352,7.295608520507812e-05,5,0.0004439353942871094,12,0,0,5.507469177246094e-05,36,9.894371032714844e-05,5
353,8.296966552734375e-05,6,5.5789947509765625e-05,7,0,0,7.867813110351562e-06,9,0.00010919570922851562,6
354,3.4809112548828125e-05,2,0.0007288455963134766,3,0,0,8.606910705566406e-05,49,7.605552673339844e-05,2
355,5.1021575927734375e-05,3,0.0001361370086669922,6,0,0,1.6927719116210938e-05,16,8.511543273925781e-05,3
356,8.416175842285156e-05,6,6.699562072753906e-05,7,0,0,1.4066696166992188e-05,14,0.00010395050048828125,6
357,0.0001220703125,9,0.00016999244689941406,10,0,0,2.002716064453125e-05,18,0.00015592575073242188,9
358,4.982948303222656e-05,3,0.00017404556274414062,8,0,0,2.2172927856445312e-05,19,8.58306884765625e-05,3
359,6.008148193359375e-05,4,0.0002830028533935547,7,0,0,4.00543212890625e-05,29,9.298324584960938e-05,4
360,7.104873657226562e-05,5,0.00019097328186035156,12,0,0,5.9604644775390625e-06,6,0.0001049041748046875,5
361,7.390975952148438e-05,5,0.0006480216979980469,6,0,0,6.890296936035156e-05,44,9.894371032714844e-05,5
362,7.200241088867188e-05,5,0.00011587142944335938,8,0,0,2.288818359375e-05,22,0.000102996826171875,5
363,8.702278137207031e-05,6,0.00020599365234375,9,0,0,2.193450927734375e-05,21,0.00010919570922851562,6
364,4.887580871582031e-05,3,2.9087066650390625e-05,4,0,0,7.867813110351562e-06,8,8.511543273925781e-05,3
365,7.200241088867188e-05,5,0.0003662109375,8,0,0,3.981590270996094e-05,29,0.00010323524475097656,5
366,7.295608520507812e-05,5,0.00020694732666015625,8,0,0,3.695487976074219e-05,27,9.989738464355469e-05,5
367,7.200241088867188e-05,5,0.0003352165222167969,10,0,0,3.600120544433594e-05,28,9.393692016601562e-05,5
368,7.200241088867188e-05,5,0.00015783309936523438,6,0,0,2.2172927856445312e-05,20,0.00010085105895996094,5
369,4.982948303222656e-05,3,7.510185241699219e-05,4,0,0,1.1920928955078125e-05,13,8.392333984375e-05,3
370,6.198883056640625e-05,4,0.00027108192443847656,7,0,0,2.288818359375e-05,20,9.107589721679688e-05,4
371,0.00010514259338378906,8,7.295608520507812e-05,9,0,0,9.059906005859375e-06,9,0.00011897087097167969,8
372,5.1021575927734375e-05,3,0.000308990478515625,8,0,0,3.910064697265625e-05,30,8.487701416015625e-05,3
373,0.00013303756713867188,10,0.00017690658569335938,13,0,0,1.811981201171875e-05,17,0.00014209747314453125,10
374,3.814697265625e-05,2,0.0004930496215820312,3,0,0,3.910064697265625e-05,29,7.700920104980469e-05,2
375,3.695487976074219e-05,2,0.00023698806762695312,3,0,0,2.5987625122070312e-05,23,7.82012939453125e-05,2
376,5.984306335449219e-05,4,4.315376281738281e-05,5,0,0,6.9141387939453125e-06,7,9.107589721679688e-05,4
377,6.103515625e-05,4,0.0006608963012695312,15,0,0,7.200241088867188e-05,44,9.107589721679688e-05,4
378,3.790855407714844e-05,2,0.0001239776611328125,3,0,0,2.002716064453125e-05,17,7.700920104980469e-05,2
379,8.20159912109375e-05,6,7.915496826171875e-05,9,0,0,1.8835067749023438e-05,16,9.918212890625e-05,6
380,3.719329833984375e-05,2,0.0004038810729980469,3,0,0,4.696846008300781e-05,33,7.915496826171875e-05,2
381,6.008148193359375e-05,4,0.00032901763916015625,9,0,0,5.9604644775390625e-06,5,9.489059448242188e-05,4
382,6.4849853515625e-05,4,0.00031495094299316406,7,0,0,5.1975250244140625e-05,23,0.0001461505889892578,4
383,5.1021575927734375e-05,3,0.0007910728454589844,4,0,0,8.296966552734375e-05,48,8.296966552734375e-05,3
384,8.296966552734375e-05,6,0.0005609989166259766,7,0,0,6.318092346191406e-05,41,0.00010085105895996094,6
385,8.392333984375e-05,6,0.0007200241088867188,7,0,0,8.392333984375e-05,49,0.00010609626770019531,6
386,5.0067901611328125e-05,3,0.0002779960632324219,4,0,0,3.695487976074219e-05,29,8.606910705566406e-05,3
387,3.695487976074219e-05,2,0.00034999847412109375,3,0,0,4.410743713378906e-05,32,7.796287536621094e-05,2
388,6.103515625e-05,4,0.0002658367156982422,7,0,0,3.0040740966796875e-05,24,9.512901306152344e-05,4
389,8.511543273925781e-05,6,0.00041103363037109375,7,0,0,3.600120544433594e-05,27,0.00011491775512695312,6
390,0.00010609626770019531,8,0.00012493133544921875,11,0,0,2.5033950805664062e-05,23,0.00013017654418945312,8
391,9.799003601074219e-05,7,5.817413330078125e-05,8,0,0,8.821487426757812e-06,10,0.00010800361633300781,7
392,6.103515625e-05,4,0.00010013580322265625,7,0,0,1.0967254638671875e-05,11,9.298324584960938e-05,4
393,7.295608520507812e-05,5,0.00036716461181640625,12,0,0,3.4809112548828125e-05,26,0.00010704994201660156,5
394,6.29425048828125e-05,4,0.0003440380096435547,7,0,0,2.5033950805664062e-05,21,9.608268737792969e-05,4
395,3.600120544433594e-05,2,0.0003190040588378906,3,0,0,3.0994415283203125e-06,3,7.700920104980469e-05,2
396,6.914138793945312e-05,4,0.0003600120544433594,11,0,0,5.1021575927734375e-05,35,9.703636169433594e-05,4
397,9.012222290039062e-05,6,0.0005428791046142578,9,0,0,5.817413330078125e-05,37,0.00011587142944335938,6
398,7.796287536621094e-05,5,8.606910705566406e-05,6,0,0,1.5974044799804688e-05,14,0.00010204315185546875,5
399,5.0067901611328125e-05,2,0.0003349781036376953,3,0,0,3.0994415283203125e-05,25,8.20159912109375e-05,2
400,0.00015306472778320312,5,0.0005011558532714844,8,0,0,0.0001418590545654297,31,0.00021886825561523438,5
401,4.220008850097656e-05,2,0.0003559589385986328,3,0,0,2.288818359375e-05,19,7.915496826171875e-05,2
402,6.198883056640625e-05,4,0.0005359649658203125,5,0,0,5.0067901611328125e-05,35,9.202957153320312e-05,4
403,3.695487976074219e-05,2,0.00030803680419921875,3,0,0,3.409385681152344e-05,27,7.796287536621094e-05,2
404,5.0067901611328125e-05,3,0.00046181678771972656,10,0,0,4.601478576660156e-05,34,8.487701416015625e-05,3
405,8.606910705566406e-05,6,0.00015306472778320312,7,0,0,1.7881393432617188e-05,17,0.000102996826171875,6
406,0.00010704994201660156,8,0.00011801719665527344,11,0,0,2.288818359375e-05,21,0.00015401840209960938,8
407,7.200241088867188e-05,5,4.696846008300781e-05,6,0,0,7.867813110351562e-06,8,0.00010609626770019531,5
408,8.0108642578125e-05,6,7.295608520507812e-05,7,0,0,6.9141387939453125e-06,7,9.703636169433594e-05,6
409,5.1021575927734375e-05,3,0.00015807151794433594,6,0,0,2.09808349609375e-05,20,8.392333984375e-05,3
410,6.29425048828125e-05,4,3.910064697265625e-05,5,0,0,7.867813110351562e-06,7,9.512901306152344e-05,4
411,0.00010800361633300781,6,0.0002789497375488281,9,0,0,3.981590270996094e-05,27,0.00010585784912109375,6
412,3.790855407714844e-05,2,5.698204040527344e-05,3,0,0,1.2159347534179688e-05,11,7.700920104980469e-05,2
413,3.695487976074219e-05,2,2.7894973754882812e-05,3,0,0,1.1205673217773438e-05,11,7.605552673339844e-05,2
414,4.887580871582031e-05,3,0.0003991127014160156,4,0,0,4.291534423828125e-05,31,8.606910705566406e-05,3
415,7.581710815429688e-05,5,0.0007050037384033203,10,0,0,6.890296936035156e-05,42,0.00010514259338378906,5
416,6.079673767089844e-05,4,0.00037288665771484375,9,0,0,4.220008850097656e-05,31,9.584426879882812e-05,4
417,7.390975952148438e-05,5,0.0004057884216308594,12,0,0,3.886222839355469e-05,30,0.00010418891906738281,5
418,8.487701416015625e-05,6,6.103515625e-05,7,0,0,2.09808349609375e-05,20,0.000102996826171875,6
419,6.318092346191406e-05,4,8.487701416015625e-05,5,0,0,9.059906005859375e-06,9,9.298324584960938e-05,4
420,7.390975952148438e-05,5,0.0003390312194824219,10,0,0,5.412101745605469e-05,35,0.00010085105895996094,5
421,7.200241088867188e-05,5,0.0009760856628417969,14,0,0,9.489059448242188e-05,53,9.799003601074219e-05,5
422,7.295608520507812e-05,5,0.0003170967102050781,10,0,0,3.0040740966796875e-05,25,0.0001049041748046875,5
423,6.413459777832031e-05,4,4.1961669921875e-05,5,0,0,8.106231689453125e-06,7,9.489059448242188e-05,4
424,9.489059448242188e-05,7,0.00015592575073242188,12,0,0,8.106231689453125e-06,8,0.00012302398681640625,7
425,0.00011110305786132812,5,0.0005209445953369141,8,0,0,4.792213439941406e-05,33,0.00010514259338378906,5
426,5.91278076171875e-05,4,7.605552673339844e-05,7,0,0,1.5020370483398438e-05,15,8.893013000488281e-05,4
427,8.606910705566406e-05,6,0.000637054443359375,9,0,0,6.699562072753906e-05,42,0.00011610984802246094,6
428,9.703636169433594e-05,7,0.0006120204925537109,8,0,0,8.106231689453125e-05,45,0.00011491775512695312,7
429,7.295608520507812e-05,5,0.0004589557647705078,14,0,0,8.106231689453125e-05,42,0.00010085105895996094,5
430,6.103515625e-05,4,0.0001399517059326172,9,0,0,2.9087066650390625e-05,23,8.797645568847656e-05,4
431,4.887580871582031e-05,3,0.0003800392150878906,4,0,0,4.506111145019531e-05,32,8.511543273925781e-05,3
432,5.0067901611328125e-05,3,0.001135110855102539,4,0,0,0.00010585784912109375,57,8.296966552734375e-05,3
433,0.00010991096496582031,8,0.00010895729064941406,9,0,0,1.5020370483398438e-05,14,0.0001399517059326172,8
434,0.00010704994201660156,8,0.0003540515899658203,11,0,0,2.6941299438476562e-05,23,0.00013184547424316406,8
435,0.00011920928955078125,9,7.486343383789062e-05,10,0,0,1.2159347534179688e-05,12,0.00015282630920410156,9
436,0.000125885009765625,7,0.00020194053649902344,12,0,0,7.867813110351562e-06,8,0.00011992454528808594,7
437,6.008148193359375e-05,4,0.00012087821960449219,5,0,0,5.0067901611328125e-06,5,9.012222290039062e-05,4
438,9.584426879882812e-05,7,0.00038909912109375,8,0,0,4.100799560546875e-05,30,0.00012111663818359375,7
439,7.104873657226562e-05,5,0.0007281303405761719,14,0,0,8.58306884765625e-05,44,9.417533874511719e-05,5
440,6.198883056640625e-05,4,4.601478576660156e-05,5,0,0,1.0967254638671875e-05,11,9.489059448242188e-05,4
441,0.0001220703125,9,0.00011491775512695312,10,0,0,2.09808349609375e-05,20,0.00014209747314453125,9
442,9.799003601074219e-05,7,0.0005040168762207031,12,0,0,6.198883056640625e-05,39,0.00011610984802246094,7
443,6.103515625e-05,4,0.00026297569274902344,7,0,0,3.0994415283203125e-05,25,0.0001239776611328125,4
444,9.703636169433594e-05,7,0.0007150173187255859,10,0,0,7.081031799316406e-05,45,0.0001251697540283203,7
445,7.104873657226562e-05,5,0.0007658004760742188,16,0,0,7.605552673339844e-05,44,9.512901306152344e-05,5
446,0.0001308917999267578,10,0.00013399124145507812,11,0,0,1.5974044799804688e-05,15,0.00016999244689941406,10
447,7.200241088867188e-05,5,6.29425048828125e-05,8,0,0,5.9604644775390625e-06,6,0.0001049041748046875,5
448,8.893013000488281e-05,3,0.00035190582275390625,4,0,0,3.1948089599609375e-05,24,9.012222290039062e-05,3
449,7.796287536621094e-05,5,0.00021696090698242188,8,0,0,3.314018249511719e-05,26,0.00010395050048828125,5
450,9.894371032714844e-05,7,0.0005340576171875,10,0,0,6.508827209472656e-05,42,0.00012087821960449219,7
451,3.790855407714844e-05,2,0.0005700588226318359,3,0,0,6.008148193359375e-05,38,7.796287536621094e-05,2
452,6.985664367675781e-05,5,4.792213439941406e-05,6,0,0,5.9604644775390625e-06,6,9.608268737792969e-05,5
453,7.200241088867188e-05,5,0.0001571178436279297,8,0,0,1.5020370483398438e-05,15,9.989738464355469e-05,5
454,0.00010895729064941406,8,0.00010013580322265625,9,0,0,1.3113021850585938e-05,13,0.0001418590545654297,8
455,3.695487976074219e-05,2,0.0003578662872314453,3,0,0,2.5987625122070312e-05,22,7.82012939453125e-05,2
456,5.1975250244140625e-05,3,0.00015091896057128906,4,0,0,2.5987625122070312e-05,22,8.606910705566406e-05,3
457,4.792213439941406e-05,3,0.0004980564117431641,4,0,0,4.8160552978515625e-05,35,8.296966552734375e-05,3
458,5.0067901611328125e-05,3,0.0004038810729980469,4,0,0,5.2928924560546875e-05,37,8.20159912109375e-05,3
459,7.104873657226562e-05,5,4.982948303222656e-05,6,0,0,1.2159347534179688e-05,12,0.000102996826171875,5
460,7.200241088867188e-05,5,0.0006489753723144531,6,0,0,6.103515625e-05,39,9.799003601074219e-05,5
461,0.00010895729064941406,8,0.0001251697540283203,9,0,0,2.193450927734375e-05,19,0.0001361370086669922,8
462,4.982948303222656e-05,3,3.218650817871094e-05,4,0,0,1.1920928955078125e-05,12,8.511543273925781e-05,3
463,8.392333984375e-05,6,0.0009911060333251953,19,0,0,9.989738464355469e-05,54,0.00010180473327636719,6
464,7.390975952148438e-05,5,0.00026702880859375,6,0,0,4.291534423828125e-05,31,9.894371032714844e-05,5
465,7.200241088867188e-05,5,0.00028395652770996094,12,0,0,3.910064697265625e-05,30,0.00010180473327636719,5
466,0.00010395050048828125,8,0.0002410411834716797,11,0,0,2.4080276489257812e-05,20,0.00011301040649414062,8
467,8.58306884765625e-05,6,0.0004990100860595703,11,0,0,5.91278076171875e-05,39,0.00011205673217773438,6
468,8.392333984375e-05,6,0.0001430511474609375,9,0,0,2.193450927734375e-05,21,9.918212890625e-05,6
469,9.298324584960938e-05,6,0.00036406517028808594,13,0,0,3.910064697265625e-05,28,0.0001239776611328125,6
470,4.00543212890625e-05,2,0.0001709461212158203,3,0,0,5.9604644775390625e-06,5,8.702278137207031e-05,2
471,6.604194641113281e-05,4,0.00017690658569335938,7,0,0,3.1948089599609375e-05,24,9.918212890625e-05,4
472,4.887580871582031e-05,3,0.0002720355987548828,4,0,0,4.0531158447265625e-06,4,8.20159912109375e-05,3
473,3.814697265625e-05,2,0.00022792816162109375,3,0,0,2.9087066650390625e-05,24,7.891654968261719e-05,2
474,4.100799560546875e-05,2,0.0001499652862548828,3,0,0,1.71661376953125e-05,15,8.082389831542969e-05,2
475,6.508827209472656e-05,4,0.00013685226440429688,7,0,0,2.7894973754882812e-05,17,0.00014495849609375,4
476,8.416175842285156e-05,5,0.00021600723266601562,6,0,0,2.5987625122070312e-05,22,0.000102996826171875,5
477,0.00015783309936523438,8,0.0004000663757324219,13,0,0,5.1021575927734375e-05,33,0.00016307830810546875,8
478,6.794929504394531e-05,3,0.000865936279296875,8,0,0,0.00011301040649414062,36,0.0003039836883544922,3
479,6.4849853515625e-05,4,0.00030994415283203125,11,0,0,3.218650817871094e-05,25,8.988380432128906e-05,4
480,5.984306335449219e-05,4,0.0005490779876708984,5,0,0,6.508827209472656e-05,41,9.298324584960938e-05,4
481,8.606910705566406e-05,6,0.0005488395690917969,13,0,0,6.008148193359375e-05,39,0.00011205673217773438,6
482,7.104873657226562e-05,5,4.291534423828125e-05,6,0,0,1.2159347534179688e-05,12,0.00011396408081054688,5
483,8.606910705566406e-05,6,0.0005419254302978516,7,0,0,6.890296936035156e-05,43,0.00010704994201660156,6
484,4.887580871582031e-05,3,0.0003418922424316406,10,0,0,5.0067901611328125e-05,34,8.487701416015625e-05,3
