Test Number,newTime,newPathLength,dijkstraTime,dijkstraPathLength,bfsTime,bfsPathLength,dfsTime,dfsPathLength,astarTime,astarPathLength
485,8.296966552734375e-05,6,0.0007169246673583984,7,0,0,7.295608520507812e-05,45,0.0001010894775390625,6
486,0.00010800361633300781,8,0.0007081031799316406,11,0,0,8.106231689453125e-05,49,0.00014400482177734375,8
487,6.699562072753906e-05,4,0.00034499168395996094,5,0,0,4.1961669921875e-05,29,0.00012493133544921875,4
488,0.00015115737915039062,7,0.0005710124969482422,8,0,0,8.106231689453125e-05,44,0.00010991096496582031,7
489,5.1021575927734375e-05,3,0.0002849102020263672,8,0,0,4.982948303222656e-05,34,8.797645568847656e-05,3
490,0.00012993812561035156,10,0.0004551410675048828,13,0,0,5.698204040527344e-05,38,0.00015807151794433594,10
491,4.9114227294921875e-05,3,0.00012087821960449219,4,0,0,1.8835067749023438e-05,17,8.296966552734375e-05,3
492,4.887580871582031e-05,3,0.0001468658447265625,4,0,0,1.2159347534179688e-05,12,8.487701416015625e-05,3
493,8.296966552734375e-05,6,0.0002880096435546875,11,0,0,3.504753112792969e-05,27,0.00010609626770019531,6
494,8.606910705566406e-05,6,0.0001938343048095703,9,0,0,2.47955322265625e-05,20,0.00011205673217773438,6
495,4.9114227294921875e-05,3,0.0002410411834716797,4,0,0,3.2901763916015625e-05,25,8.606910705566406e-05,3
496,0.00010514259338378906,8,7.605552673339844e-05,9,0,0,8.821487426757812e-06,9,0.00013518333435058594,8
497,8.487701416015625e-05,6,0.0008451938629150391,13,0,0,8.392333984375e-05,49,0.00011205673217773438,6
498,0.00012111663818359375,9,9.989738464355469e-05,10,0,0,1.3113021850585938e-05,13,0.00015687942504882812,9
499,6.008148193359375e-05,4,8.416175842285156e-05,5,0,0,1.3828277587890625e-05,13,9.107589721679688e-05,4
500,7.390975952148438e-05,5,0.0005171298980712891,10,0,0,6.008148193359375e-05,34,9.989738464355469e-05,5
501,9.822845458984375e-05,7,0.000392913818359375,14,0,0,8.106231689453125e-06,8,0.000125885009765625,7
502,6.198883056640625e-05,4,0.0003790855407714844,5,0,0,9.608268737792969e-05,53,9.202957153320312e-05,4
503,5.984306335449219e-05,4,0.00044918060302734375,9,0,0,4.57763671875e-05,29,9.703636169433594e-05,4
504,9.512901306152344e-05,7,8.893013000488281e-05,10,0,0,7.867813110351562e-06,8,0.00011801719665527344,7
505,0.00010895729064941406,8,0.0014050006866455078,9,0,0,0.00010085105895996094,56,0.0001251697540283203,8
506,7.295608520507812e-05,5,0.000370025634765625,10,0,0,3.0040740966796875e-05,25,0.00011205673217773438,5
507,7.295608520507812e-05,5,0.00019693374633789062,10,0,0,2.09808349609375e-05,16,0.00010800361633300781,5
508,0.0001220703125,9,0.0009799003601074219,10,0,0,0.00012993812561035156,54,0.0001609325408935547,9
509,7.200241088867188e-05,5,0.00013780593872070312,8,0,0,2.5033950805664062e-05,22,0.00011110305786132812,5
510,7.414817810058594e-05,5,0.00012493133544921875,8,0,0,1.6927719116210938e-05,16,0.00010418891906738281,5
511,9.989738464355469e-05,7,0.00017189979553222656,10,0,0,1.811981201171875e-05,16,0.00016498565673828125,7
512,6.389617919921875e-05,4,0.0005621910095214844,5,0,0,4.696846008300781e-05,32,0.000102996826171875,4
513,7.295608520507812e-05,5,0.0002090930938720703,6,0,0,2.3126602172851562e-05,21,0.00011086463928222656,5
514,0.0001308917999267578,10,0.00014781951904296875,11,0,0,1.9073486328125e-05,18,0.0001780986785888672,10
515,0.00011110305786132812,8,0.00011992454528808594,9,0,0,1.1205673217773438e-05,11,0.0001227855682373047,8
516,0.00015306472778320312,12,0.000888824462890625,21,0,0,0.00011610984802246094,54,0.00014209747314453125,12
517,0.00014591217041015625,0,0.0007240772247314453,15,0,0,9.298324584960938e-05,51,0.00018906593322753906,12
518,7.104873657226562e-05,5,0.00036787986755371094,12,0,0,4.506111145019531e-05,32,0.00010704994201660156,5
519,0.00010895729064941406,8,0.00017404556274414062,11,0,0,2.002716064453125e-05,19,0.00014019012451171875,8
520,0.0001220703125,9,9.393692016601562e-05,10,0,0,1.2159347534179688e-05,12,0.00015401840209960938,9
521,4.00543212890625e-05,2,0.0005950927734375,3,0,0,6.008148193359375e-05,39,9.489059448242188e-05,2
522,9.703636169433594e-05,7,0.0006449222564697266,14,0,0,5.1021575927734375e-05,35,0.00013899803161621094,7
523,7.295608520507812e-05,5,0.0001652240753173828,6,0,0,3.600120544433594e-05,28,0.00010085105895996094,5
524,8.296966552734375e-05,5,0.0009829998016357422,6,0,0,5.2928924560546875e-05,37,0.00010991096496582031,5
525,0.00010800361633300781,8,0.0008230209350585938,9,0,0,7.987022399902344e-05,48,0.00017499923706054688,8
526,6.103515625e-05,4,0.0005359649658203125,5,0,0,6.389617919921875e-05,41,9.703636169433594e-05,4
527,4.982948303222656e-05,3,0.000370025634765625,4,0,0,2.4080276489257812e-05,18,9.202957153320312e-05,3
528,7.295608520507812e-05,5,0.0006740093231201172,12,0,0,7.700920104980469e-05,47,0.00011301040649414062,5
529,4.8160552978515625e-05,3,0.0007190704345703125,4,0,0,7.700920104980469e-05,46,9.298324584960938e-05,3
530,0.00010704994201660156,8,0.0014450550079345703,19,0,0,0.00014090538024902344,62,0.0001361370086669922,8
531,9.608268737792969e-05,7,0.00024890899658203125,10,0,0,3.0994415283203125e-05,25,0.00012612342834472656,7
532,0.00011610984802246094,9,0.0001990795135498047,10,0,0,3.2901763916015625e-05,25,0.00011897087097167969,9
533,6.008148193359375e-05,4,0.0007119178771972656,5,0,0,6.008148193359375e-05,39,0.00010013580322265625,4
534,9.703636169433594e-05,7,0.0002429485321044922,12,0,0,5.0067901611328125e-05,35,0.00011992454528808594,7
535,7.200241088867188e-05,5,0.001127004623413086,18,0,0,0.00012087821960449219,59,0.000102996826171875,5
536,7.414817810058594e-05,5,0.0011069774627685547,6,0,0,9.298324584960938e-05,52,0.00010395050048828125,5
537,0.00017309188842773438,15,0.0002849102020263672,10,0,0,1.5974044799804688e-05,16,0.0001399517059326172,9
538,6.103515625e-05,4,0.0010609626770019531,5,0,0,9.489059448242188e-05,53,0.00010013580322265625,4
539,6.008148193359375e-05,4,0.0005259513854980469,9,0,0,7.891654968261719e-05,26,0.00011014938354492188,4
540,0.00010204315185546875,6,0.00020694732666015625,9,0,0,0.0001201629638671875,49,0.00011706352233886719,6
541,7.390975952148438e-05,5,6.008148193359375e-05,6,0,0,9.059906005859375e-06,10,0.00010800361633300781,5
542,6.890296936035156e-05,5,0.0006709098815917969,16,0,0,7.390975952148438e-05,47,0.0001068115234375,5
543,6.103515625e-05,4,0.0007951259613037109,5,0,0,7.104873657226562e-05,44,0.00010085105895996094,4
544,6.103515625e-05,4,0.0003399848937988281,9,0,0,3.2901763916015625e-05,26,0.00010013580322265625,4
545,3.814697265625e-05,2,0.0003490447998046875,3,0,0,2.09808349609375e-05,18,8.511543273925781e-05,2
546,6.890296936035156e-05,5,0.0003180503845214844,8,0,0,2.193450927734375e-05,19,9.894371032714844e-05,5
547,7.295608520507812e-05,5,0.0013492107391357422,6,0,0,9.989738464355469e-05,55,0.00010800361633300781,5
548,9.608268737792969e-05,7,0.0002570152282714844,10,0,0,4.00543212890625e-05,29,0.00012493133544921875,7
549,0.00012087821960449219,9,0.0004801750183105469,16,0,0,4.982948303222656e-05,35,0.00014710426330566406,9
550,9.608268737792969e-05,7,9.012222290039062e-05,8,0,0,1.0013580322265625e-05,10,0.0001289844512939453,7
551,6.604194641113281e-05,3,8.916854858398438e-05,4,0,0,1.0013580322265625e-05,8,0.00012087821960449219,3
552,6.604194641113281e-05,4,0.00018787384033203125,9,0,0,1.621246337890625e-05,14,0.00010585784912109375,4
553,7.605552673339844e-05,5,0.00039005279541015625,6,0,0,9.059906005859375e-06,8,0.00011110305786132812,5
554,9.512901306152344e-05,6,0.0014181137084960938,11,0,0,9.298324584960938e-05,48,0.00014901161193847656,6
555,6.604194641113281e-05,4,0.0004780292510986328,7,0,0,3.0040740966796875e-05,24,0.00010395050048828125,4
556,8.296966552734375e-05,6,0.0007779598236083984,7,0,0,0.00011301040649414062,45,0.00014901161193847656,6
557,7.915496826171875e-05,4,0.0003459453582763672,5,0,0,5.698204040527344e-05,38,9.393692016601562e-05,4
558,6.103515625e-05,4,0.00010085105895996094,5,0,0,9.059906005859375e-06,9,0.00010204315185546875,4
559,8.392333984375e-05,6,0.0005240440368652344,11,0,0,5.817413330078125e-05,38,0.00012087821960449219,6
560,8.487701416015625e-05,6,0.000225067138671875,7,0,0,2.2172927856445312e-05,21,0.00011396408081054688,6
561,6.103515625e-05,4,0.0003669261932373047,5,0,0,5.1975250244140625e-05,33,9.918212890625e-05,4
562,0.00011205673217773438,8,0.0005180835723876953,11,0,0,5.1021575927734375e-05,27,0.00019502639770507812,8
563,0.0001251697540283203,8,0.0006480216979980469,9,0,0,8.320808410644531e-05,42,0.00012183189392089844,8
564,7.700920104980469e-05,5,0.00043082237243652344,8,0,0,3.2901763916015625e-05,26,0.00010395050048828125,5
565,8.58306884765625e-05,6,6.508827209472656e-05,7,0,0,1.0013580322265625e-05,11,0.00011491775512695312,6
566,5.984306335449219e-05,4,0.0007131099700927734,7,0,0,6.9141387939453125e-06,5,0.00010013580322265625,4
567,7.414817810058594e-05,5,0.0003249645233154297,10,0,0,4.601478576660156e-05,33,0.00011301040649414062,5
568,9.989738464355469e-05,7,0.0010409355163574219,12,0,0,8.58306884765625e-05,49,0.0001289844512939453,7
569,5.0067901611328125e-05,3,0.00030303001403808594,8,0,0,1.0967254638671875e-05,10,9.298324584960938e-05,3
570,6.198883056640625e-05,4,0.00022101402282714844,5,0,0,2.5987625122070312e-05,22,9.894371032714844e-05,4
571,0.00020003318786621094,14,0.00030517578125,15,0,0,1.1920928955078125e-05,13,0.0001399517059326172,10
572,9.799003601074219e-05,5,0.0008070468902587891,12,0,0,6.103515625e-05,41,0.00011110305786132812,5
573,5.0067901611328125e-05,3,0.0005009174346923828,10,0,0,7.152557373046875e-06,7,9.393692016601562e-05,3
574,3.695487976074219e-05,2,7.200241088867188e-05,3,0,0,1.1920928955078125e-05,11,8.916854858398438e-05,2
575,9.393692016601562e-05,7,8.511543273925781e-05,8,0,0,1.0013580322265625e-05,10,0.0001220703125,7
576,0.0001518726348876953,12,0.0006210803985595703,17,0,0,6.198883056640625e-05,40,0.0001671314239501953,12
577,5.1975250244140625e-05,3,0.00013709068298339844,6,0,0,1.9073486328125e-05,18,9.584426879882812e-05,3
578,0.00013589859008789062,10,0.00011801719665527344,11,0,0,1.2159347534179688e-05,13,0.00015997886657714844,10
579,6.198883056640625e-05,4,0.0001480579376220703,7,0,0,1.5020370483398438e-05,15,0.00010085105895996094,4
580,3.695487976074219e-05,2,0.0005271434783935547,3,0,0,3.504753112792969e-05,27,8.606910705566406e-05,2
581,8.702278137207031e-05,6,0.00011801719665527344,7,0,0,2.288818359375e-05,21,0.0001220703125,6
582,6.699562072753906e-05,4,7.295608520507812e-05,5,0,0,1.0967254638671875e-05,11,0.00010991096496582031,4
583,7.891654968261719e-05,5,0.0004878044128417969,12,0,0,3.314018249511719e-05,26,0.00011491775512695312,5
584,7.414817810058594e-05,5,0.0004620552062988281,6,0,0,5.1975250244140625e-05,35,0.00010991096496582031,5
585,8.487701416015625e-05,6,6.794929504394531e-05,7,0,0,1.0967254638671875e-05,12,0.00011205673217773438,6
586,8.606910705566406e-05,6,0.0006730556488037109,7,0,0,7.796287536621094e-05,47,0.00011301040649414062,6
587,7.581710815429688e-05,4,0.00013184547424316406,7,0,0,5.0067901611328125e-06,5,9.799003601074219e-05,4
588,9.799003601074219e-05,7,0.00014710426330566406,8,0,0,2.002716064453125e-05,18,0.00013899803161621094,7
589,6.318092346191406e-05,4,0.0005028247833251953,5,0,0,5.316734313964844e-05,36,9.989738464355469e-05,4
590,4.792213439941406e-05,3,0.00016617774963378906,4,0,0,1.6927719116210938e-05,15,9.012222290039062e-05,3
591,7.200241088867188e-05,5,0.0005290508270263672,6,0,0,4.601478576660156e-05,34,0.00010800361633300781,5
592,9.703636169433594e-05,7,0.00026106834411621094,8,0,0,4.696846008300781e-05,26,0.0001399517059326172,7
593,5.1021575927734375e-05,3,0.0005869865417480469,16,0,0,6.699562072753906e-05,42,9.298324584960938e-05,3
594,6.198883056640625e-05,4,0.0004191398620605469,9,0,0,3.600120544433594e-05,28,0.000102996826171875,4
595,3.695487976074219e-05,2,3.0994415283203125e-05,3,0,0,5.0067901611328125e-06,5,8.702278137207031e-05,2
596,0.00010704994201660156,8,0.0006411075592041016,11,0,0,7.390975952148438e-05,45,0.00015306472778320312,8
597,7.987022399902344e-05,5,0.0004951953887939453,8,0,0,5.984306335449219e-05,39,0.00012612342834472656,5
598,0.00011014938354492188,8,0.0001468658447265625,11,0,0,2.002716064453125e-05,19,0.00014400482177734375,8
599,0.0001430511474609375,11,0.00012493133544921875,12,0,0,1.0967254638671875e-05,12,0.00015401840209960938,11
600,7.414817810058594e-05,5,0.00030112266540527344,10,0,0,3.790855407714844e-05,28,0.00010800361633300781,5
601,0.00011706352233886719,9,0.0004069805145263672,12,0,0,3.695487976074219e-05,28,0.00014901161193847656,9
602,4.696846008300781e-05,3,0.00074005126953125,16,0,0,5.0067901611328125e-06,4,9.393692016601562e-05,3
603,0.00012087821960449219,9,0.0001049041748046875,10,0,0,1.2159347534179688e-05,13,0.00015091896057128906,9
604,7.200241088867188e-05,5,0.0007441043853759766,8,0,0,8.296966552734375e-05,48,0.00011205673217773438,5
605,4.9114227294921875e-05,3,0.00039386749267578125,4,0,0,2.5033950805664062e-05,21,9.012222290039062e-05,3
606,0.00010704994201660156,8,9.298324584960938e-05,9,0,0,9.059906005859375e-06,9,0.00011992454528808594,8
607,8.58306884765625e-05,6,0.0004661083221435547,13,0,0,9.059906005859375e-06,9,0.00011682510375976562,6
608,7.200241088867188e-05,5,0.00011181831359863281,8,0,0,2.09808349609375e-05,20,0.00012493133544921875,5
609,9.799003601074219e-05,7,0.00017118453979492188,10,0,0,1.5974044799804688e-05,16,0.00012993812561035156,7
610,7.081031799316406e-05,5,0.00046181678771972656,6,0,0,5.412101745605469e-05,37,0.00010013580322265625,5
611,5.0067901611328125e-05,3,0.0004458427429199219,4,0,0,9.608268737792969e-05,55,9.202957153320312e-05,3
612,0.00010895729064941406,8,0.000431060791015625,11,0,0,5.4836273193359375e-05,36,0.00014495849609375,8
613,6.890296936035156e-05,5,5.698204040527344e-05,6,0,0,2.4080276489257812e-05,22,9.202957153320312e-05,5
614,0.0001220703125,9,0.0014050006866455078,12,0,0,0.000125885009765625,63,0.00016498565673828125,9
615,5.0067901611328125e-05,3,0.00047588348388671875,12,0,0,5.793571472167969e-05,39,9.393692016601562e-05,3
616,7.390975952148438e-05,5,0.0001361370086669922,6,0,0,2.288818359375e-05,22,0.00010609626770019531,5
617,4.7206878662109375e-05,3,9.489059448242188e-05,6,0,0,2.193450927734375e-05,20,9.298324584960938e-05,3
618,7.009506225585938e-05,5,5.91278076171875e-05,6,0,0,1.2874603271484375e-05,12,0.00010395050048828125,5
619,8.487701416015625e-05,6,0.00042176246643066406,9,0,0,3.3855438232421875e-05,27,0.00011706352233886719,6
620,0.00011992454528808594,9,0.00015211105346679688,10,0,0,1.0967254638671875e-05,12,0.00015997886657714844,9
621,7.414817810058594e-05,5,0.0007860660552978516,6,0,0,8.296966552734375e-05,48,0.00011110305786132812,5
622,0.00011205673217773438,8,0.0010938644409179688,11,0,0,9.608268737792969e-05,53,0.00015211105346679688,8
623,0.00010609626770019531,7,0.000308990478515625,12,0,0,7.867813110351562e-06,8,0.00014901161193847656,7
624,9.703636169433594e-05,7,0.0003581047058105469,8,0,0,1.4066696166992188e-05,14,0.00011777877807617188,7
625,0.00012087821960449219,9,0.0005850791931152344,12,0,0,5.91278076171875e-05,40,0.00014901161193847656,9
626,3.600120544433594e-05,2,0.0005137920379638672,3,0,0,4.0531158447265625e-06,3,8.0108642578125e-05,2
627,3.600120544433594e-05,2,0.0006091594696044922,3,0,0,3.981590270996094e-05,29,8.797645568847656e-05,2
628,8.58306884765625e-05,6,0.00037097930908203125,13,0,0,3.504753112792969e-05,27,0.00011920928955078125,6
629,0.00015115737915039062,11,0.0005540847778320312,16,0,0,5.3882598876953125e-05,34,0.00017690658569335938,11
630,0.00012803077697753906,9,0.0006721019744873047,12,0,0,0.0001220703125,46,0.00024008750915527344,9
631,9.608268737792969e-05,5,0.0014009475708007812,16,0,0,0.0001220703125,54,0.00012803077697753906,5
632,9.012222290039062e-05,6,0.0008440017700195312,13,0,0,8.106231689453125e-05,47,0.00012183189392089844,6
633,9.703636169433594e-05,7,0.0004451274871826172,14,0,0,0.0001239776611328125,57,0.00012183189392089844,7
634,6.198883056640625e-05,4,0.0007770061492919922,5,0,0,5.4836273193359375e-05,38,9.894371032714844e-05,4
635,8.487701416015625e-05,6,0.0003509521484375,7,0,0,3.1948089599609375e-05,27,0.00011491775512695312,6
636,8.106231689453125e-05,6,5.316734313964844e-05,7,0,0,6.9141387939453125e-06,7,0.00011110305786132812,6
637,8.392333984375e-05,6,0.0010921955108642578,11,0,0,0.00010085105895996094,53,0.00011014938354492188,6
638,0.00010800361633300781,8,0.0006480216979980469,17,0,0,9.107589721679688e-05,47,0.0002009868621826172,8
639,4.1961669921875e-05,2,0.0008959770202636719,3,0,0,7.700920104980469e-05,46,0.00012803077697753906,2
640,9.298324584960938e-05,6,0.0007228851318359375,7,0,0,5.888938903808594e-05,38,0.00012612342834472656,6
641,8.20159912109375e-05,5,0.0001239776611328125,6,0,0,1.6927719116210938e-05,16,0.000125885009765625,5
642,7.796287536621094e-05,5,0.0003840923309326172,10,0,0,3.695487976074219e-05,28,0.00010991096496582031,5
643,7.796287536621094e-05,5,0.0001010894775390625,6,0,0,1.3113021850585938e-05,12,0.00011301040649414062,5
644,9.799003601074219e-05,7,0.001046895980834961,10,0,0,6.699562072753906e-05,42,0.0001361370086669922,7
645,5.316734313964844e-05,3,0.00010800361633300781,6,0,0,1.4066696166992188e-05,14,9.202957153320312e-05,3
646,7.295608520507812e-05,5,0.0002720355987548828,8,0,0,1.0013580322265625e-05,10,0.00011205673217773438,5
647,4.601478576660156e-05,3,3.695487976074219e-05,4,0,0,1.0967254638671875e-05,12,8.511543273925781e-05,3
648,8.511543273925781e-05,6,0.00018405914306640625,9,0,0,9.393692016601562e-05,28,0.0001418590545654297,6
649,7.295608520507812e-05,5,0.0002410411834716797,8,0,0,1.3113021850585938e-05,12,0.00010895729064941406,5
650,0.00021696090698242188,17,0.00043892860412597656,16,0,0,9.608268737792969e-05,49,0.00016999244689941406,13
651,9.703636169433594e-05,7,0.0004630088806152344,10,0,0,4.506111145019531e-05,33,0.00013780593872070312,7
652,4.887580871582031e-05,3,0.00042700767517089844,4,0,0,6.9141387939453125e-06,6,9.202957153320312e-05,3
653,6.008148193359375e-05,4,0.0007870197296142578,13,0,0,7.104873657226562e-05,43,9.894371032714844e-05,4
654,9.489059448242188e-05,7,0.00038313865661621094,14,0,0,5.0067901611328125e-05,35,0.000125885009765625,7
655,8.702278137207031e-05,6,0.0008380413055419922,7,0,0,7.605552673339844e-05,47,0.00011992454528808594,6
656,6.103515625e-05,4,6.4849853515625e-05,5,0,0,3.719329833984375e-05,28,9.894371032714844e-05,4
657,8.296966552734375e-05,6,6.008148193359375e-05,7,0,0,1.0967254638671875e-05,11,0.00011396408081054688,6
658,5.984306335449219e-05,4,0.0006341934204101562,11,0,0,8.392333984375e-05,48,9.512901306152344e-05,4
659,6.008148193359375e-05,4,0.0009899139404296875,17,0,0,9.202957153320312e-05,52,0.0001010894775390625,4
660,4.792213439941406e-05,3,0.000164031982421875,4,0,0,3.314018249511719e-05,26,9.202957153320312e-05,3
661,6.103515625e-05,4,0.0003249645233154297,5,0,0,2.5987625122070312e-05,23,9.918212890625e-05,4
662,8.511543273925781e-05,6,0.0006110668182373047,9,0,0,5.698204040527344e-05,37,0.00012087821960449219,6
663,5.1021575927734375e-05,3,0.0006129741668701172,4,0,0,6.198883056640625e-05,41,9.202957153320312e-05,3
664,7.200241088867188e-05,5,0.0007278919219970703,6,0,0,0.00014901161193847656,59,0.00010204315185546875,5
665,8.797645568847656e-05,6,0.0003399848937988281,11,0,0,3.504753112792969e-05,28,0.00012302398681640625,6
666,7.081031799316406e-05,5,0.0006029605865478516,12,0,0,5.9604644775390625e-06,6,0.00010704994201660156,5
667,3.504753112792969e-05,2,2.5987625122070312e-05,3,0,0,2.09808349609375e-05,19,8.296966552734375e-05,2
668,7.104873657226562e-05,5,0.0014178752899169922,10,0,0,0.00011777877807617188,60,0.00013518333435058594,5
669,8.392333984375e-05,6,0.0006380081176757812,15,0,0,6.794929504394531e-05,43,0.00011110305786132812,6
670,9.489059448242188e-05,7,0.0007910728454589844,10,0,0,7.009506225585938e-05,43,0.00013494491577148438,7
671,7.390975952148438e-05,5,0.0006260871887207031,12,0,0,5.698204040527344e-05,37,0.00010895729064941406,5
672,8.416175842285156e-05,6,0.00037097930908203125,13,0,0,4.410743713378906e-05,34,0.0001270771026611328,6
673,0.00010800361633300781,8,9.298324584960938e-05,9,0,0,1.0967254638671875e-05,13,0.00012993812561035156,8
674,0.0001659393310546875,8,0.001577138900756836,15,0,0,0.0001399517059326172,65,0.00013899803161621094,8
675,6.890296936035156e-05,4,0.00015115737915039062,7,0,0,2.09808349609375e-05,19,0.00011610984802246094,4
676,7.987022399902344e-05,5,0.0002009868621826172,6,0,0,3.504753112792969e-05,28,0.0001201629638671875,5
677,9.393692016601562e-05,7,0.00017714500427246094,8,0,0,2.09808349609375e-05,20,0.00011610984802246094,7
678,8.296966552734375e-05,6,0.000370025634765625,13,0,0,9.059906005859375e-06,9,0.00011587142944335938,6
679,0.00015306472778320312,10,0.0002799034118652344,9,0,0,3.790855407714844e-05,27,0.00017690658569335938,8
680,5.2928924560546875e-05,3,0.00048804283142089844,4,0,0,5.888938903808594e-05,38,0.00010085105895996094,3
681,0.00011897087097167969,9,0.0006411075592041016,16,0,0,6.103515625e-05,37,0.0001468658447265625,9
682,7.414817810058594e-05,5,0.0005459785461425781,10,0,0,6.198883056640625e-05,40,0.00010704994201660156,5
683,6.103515625e-05,4,0.0003459453582763672,11,0,0,4.100799560546875e-05,31,0.00010204315185546875,4
684,0.00010395050048828125,8,0.0007250308990478516,17,0,0,5.507469177246094e-05,34,0.00012087821960449219,8
685,8.20159912109375e-05,5,0.0005860328674316406,12,0,0,6.29425048828125e-05,41,0.00010395050048828125,5
686,9.679794311523438e-05,7,0.0007531642913818359,10,0,0,6.985664367675781e-05,45,0.00013208389282226562,7
687,5.0067901611328125e-05,3,0.0005218982696533203,4,0,0,4.100799560546875e-05,30,9.107589721679688e-05,3
688,7.200241088867188e-05,5,0.0007140636444091797,6,0,0,9.012222290039062e-05,54,9.703636169433594e-05,5
689,8.296966552734375e-05,6,0.00010609626770019531,9,0,0,1.2874603271484375e-05,13,0.00010418891906738281,6
690,8.702278137207031e-05,6,0.0008339881896972656,9,0,0,7.605552673339844e-05,44,0.0001220703125,6
691,4.696846008300781e-05,3,0.0005910396575927734,12,0,0,5.817413330078125e-05,38,8.58306884765625e-05,3
692,0.0001220703125,9,0.0001690387725830078,10,0,0,1.8835067749023438e-05,18,0.00016117095947265625,9
693,8.416175842285156e-05,6,0.00045299530029296875,11,0,0,3.409385681152344e-05,27,0.00012493133544921875,6
694,8.58306884765625e-05,6,0.0003440380096435547,9,0,0,2.288818359375e-05,19,0.00011110305786132812,6
695,9.989738464355469e-05,7,0.00030803680419921875,10,0,0,2.9087066650390625e-05,24,0.00010800361633300781,7
696,7.295608520507812e-05,5,4.887580871582031e-05,6,0,0,7.152557373046875e-06,6,0.00010991096496582031,5
697,0.00012493133544921875,7,0.00045609474182128906,16,0,0,4.792213439941406e-05,34,0.00011396408081054688,7
698,8.511543273925781e-05,6,0.0007269382476806641,13,0,0,6.699562072753906e-05,42,0.00011801719665527344,6
699,7.081031799316406e-05,5,0.0008380413055419922,8,0,0,8.797645568847656e-05,50,0.00011396408081054688,5
700,9.489059448242188e-05,7,0.0006442070007324219,12,0,0,6.389617919921875e-05,36,0.00020003318786621094,7
701,0.00012111663818359375,9,0.00014400482177734375,10,0,0,1.5974044799804688e-05,16,0.00016307830810546875,9
702,5.1021575927734375e-05,3,3.504753112792969e-05,4,0,0,7.867813110351562e-06,8,9.107589721679688e-05,3
703,4.887580871582031e-05,3,0.0005071163177490234,10,0,0,5.698204040527344e-05,38,9.393692016601562e-05,3
704,8.296966552734375e-05,6,0.000308990478515625,11,0,0,3.0040740966796875e-05,26,0.00011706352233886719,6
705,6.103515625e-05,4,0.0002448558807373047,9,0,0,3.2901763916015625e-05,25,9.799003601074219e-05,4
706,3.790855407714844e-05,2,0.0002582073211669922,3,0,0,3.4809112548828125e-05,27,8.702278137207031e-05,2
707,7.796287536621094e-05,5,0.0001621246337890625,8,0,0,2.002716064453125e-05,18,0.00011491775512695312,5
708,9.489059448242188e-05,5,0.0005030632019042969,12,0,0,1.2159347534179688e-05,10,0.0004909038543701172,5
709,0.0001819133758544922,7,0.000675201416015625,12,0,0,7.104873657226562e-05,42,0.00013399124145507812,7
710,6.699562072753906e-05,4,0.0010161399841308594,11,0,0,0.00018310546875,46,0.00015306472778320312,4
711,8.893013000488281e-05,6,0.0004620552062988281,11,0,0,8.106231689453125e-06,7,0.00012087821960449219,6
712,6.604194641113281e-05,4,0.0010268688201904297,15,0,0,6.699562072753906e-05,37,0.00012087821960449219,4
713,6.389617919921875e-05,4,0.000514984130859375,11,0,0,4.1961669921875e-05,30,0.00010395050048828125,4
714,0.00010895729064941406,8,0.00012683868408203125,11,0,0,1.0013580322265625e-05,11,0.00015497207641601562,8
715,0.00011014938354492188,8,0.00022101402282714844,11,0,0,3.504753112792969e-05,27,0.0001518726348876953,8
716,0.00011897087097167969,9,0.00018906593322753906,14,0,0,1.1920928955078125e-05,12,0.00016307830810546875,9
717,0.00011205673217773438,8,0.0002930164337158203,11,0,0,4.1961669921875e-05,33,0.00015115737915039062,8
718,7.390975952148438e-05,5,6.103515625e-05,6,0,0,1.0013580322265625e-05,10,0.00011205673217773438,5
719,0.00010800361633300781,8,0.0012121200561523438,9,0,0,0.00010895729064941406,57,0.0001251697540283203,8
720,8.702278137207031e-05,6,0.0012631416320800781,13,0,0,9.799003601074219e-05,53,0.0001239776611328125,6
721,7.915496826171875e-05,3,0.0012068748474121094,16,0,0,0.00014781951904296875,57,9.202957153320312e-05,3
722,4.100799560546875e-05,2,0.0007288455963134766,3,0,0,7.200241088867188e-05,44,9.298324584960938e-05,2
723,0.00013399124145507812,9,0.00011682510375976562,10,0,0,1.4066696166992188e-05,14,0.00016307830810546875,9
724,8.0108642578125e-05,5,0.0012619495391845703,14,0,0,0.00014400482177734375,59,0.00011110305786132812,5
725,6.079673767089844e-05,4,0.0002880096435546875,9,0,0,2.8848648071289062e-05,25,0.0001010894775390625,4
726,0.00010418891906738281,8,0.00012993812561035156,9,0,0,1.0967254638671875e-05,11,0.000141143798828125,8
727,4.792213439941406e-05,3,0.0008709430694580078,10,0,0,8.702278137207031e-05,50,9.202957153320312e-05,3
728,7.891654968261719e-05,5,0.0004191398620605469,10,0,0,4.100799560546875e-05,28,0.00013208389282226562,5
729,0.00015807151794433594,12,0.0004050731658935547,15,0,0,3.790855407714844e-05,29,0.00015687942504882812,12
730,8.58306884765625e-05,6,0.0007770061492919922,13,0,0,6.699562072753906e-05,44,0.0001239776611328125,6
731,0.00011086463928222656,8,0.0008640289306640625,13,0,0,8.893013000488281e-05,50,0.00014209747314453125,8
732,3.695487976074219e-05,2,3.0040740966796875e-05,3,0,0,9.059906005859375e-06,9,8.797645568847656e-05,2
